name,subname,accuracy,rmse,mae,crossval_accuracy,crossval_accuracy_stnd_dev
Support Vector Machine,linear,0.4666666666666667,1.3333333333333333,0.8,0.709597311421821,0.0014798426541822412
Decision Tree Classifier,max_depth= 2,0.3333333333333333,1.8666666666666667,1.0666666666666667,0.3333333333333333,0.21081851067789195
K-Nearest Neighbor,k= 1,0.4666666666666667,0.9333333333333333,0.6666666666666666,0.6666666666666667,0.21081851067789195
K-Nearest Neighbor,k= 3,0.3333333333333333,1.6666666666666667,1.0,0.4666666666666666,0.1632993161855452
K-Nearest Neighbor,k= 5,0.3333333333333333,1.6666666666666667,1.0,0.39999999999999997,0.38873012632302
K-Nearest Neighbor,k= 7,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.21081851067789195
K-Nearest Neighbor,k= 9,0.3333333333333333,1.8666666666666667,1.0666666666666667,0.26666666666666666,0.13333333333333333
K-Nearest Neighbor,k= 11,0.3333333333333333,1.8666666666666667,1.0666666666666667,0.39999999999999997,0.13333333333333333
K-Nearest Neighbor,k= 13,0.3333333333333333,1.8666666666666667,1.0666666666666667,nan,nan
K-Nearest Neighbor,k= 15,0.3333333333333333,1.8666666666666667,1.0666666666666667,nan,nan
K-Nearest Neighbor,k= 17,0.3333333333333333,1.8666666666666667,1.0666666666666667,nan,nan
K-Nearest Neighbor,k= 19,0.3333333333333333,1.8666666666666667,1.0666666666666667,nan,nan
Naive Bayes Classifier,N/A,0.4,1.4,0.8666666666666667,0.6883429345267776,0.001290612888278917
