name,subname,accuracy,rmse,mae,crossval_accuracy,crossval_accuracy_stnd_dev
K-Nearest Neighbor,k= 1,0.4,1.4,0.8666666666666667,0.4333333333333333,0.08164965809277261
K-Nearest Neighbor,k= 1,0.4,1.4,0.8666666666666667,0.4333333333333333,0.08164965809277261
K-Nearest Neighbor,k= 3,0.3,1.4,0.9333333333333333,0.3333333333333333,0.10540925533894598
