name,subname,accuracy,rmse,mae
Support Vector Machine,linear,0.9764471057884232,0.023552894211576848,0.023552894211576848
Support Vector Machine,poly,0.4614770459081836,0.7688622754491018,0.6099800399201597
Support Vector Machine,rbf,0.4718562874251497,0.6782435129740519,0.5768463073852296
Support Vector Machine,sigmoid,0.11936127744510978,7.077844311377246,2.2578842315369263
