name,subname,accuracy,rmse,mae
Support Vector Machine,linear,0.9772455089820359,0.022754491017964073,0.022754491017964073
Support Vector Machine,poly,0.412375249500998,1.1073852295409181,0.7489021956087825
Support Vector Machine,rbf,0.4115768463073852,1.0035928143712576,0.7233532934131737
Support Vector Machine,sigmoid,0.08423153692614771,11.922155688622755,3.009580838323353
K-Nearest Neighbor,k= 89,0.5129740518962076,0.6112774451097804,0.5284431137724551
Naive Bayes Classifier,N/A,0.41317365269461076,0.9532934131736527,0.7065868263473054
Decision Tree Classifier,max_depth=2,0.36367265469061877,1.239121756487026,0.8263473053892215
